action_folder,n_test,macro_f1,balanced_acc,roc_auc,best_exp,best_seed
backhand,33,0.8484848484848485,0.8555555555555556,0.9814814814814815,transformer_skill_only,77
forehand_flat,33,0.6966911764705883,0.7,0.825925925925926,transformer_skill_only,77
kick_service,33,0.8180147058823529,0.8222222222222222,0.8851851851851852,transformer_skill_only,77
smash,33,0.7878787878787878,0.7944444444444445,0.825925925925926,transformer_skill_only,77
