model,split,macro_f1,balanced_acc,roc_auc
lstm_action,train,0.3944621050444284,0.42142857142857143,0.6709448223733938
lstm_action,val,0.3390254906383939,0.39814814814814814,0.6401463191586647
lstm_action,test,0.3546350489285272,0.38636363636363635,0.6353688399142945
