,macro_f1,macro_f1,balanced_acc,balanced_acc,roc_auc,roc_auc
,mean,std,mean,std,mean,std
model,,,,,,
lstm_skill,0.6659346310172246,0.03465175874035079,0.6722222222222222,0.0367465459870082,0.7397376543209876,0.04378264834460876
svm_skill,0.704120926490028,0.0,0.7069444444444444,0.0,0.7617283950617284,0.0001336458956457569
